CampaignID,Platform,AdType,AgeGroup,Budget,DurationDays,Impressions,Clicks,Conversions,Cost,Revenue,CTR,CPC,ROI
228,Google,Carousel,45-60,3797,26,136692,16110,2135,3960,38498.19,0.11785620226494602,0.24581005586592178,8.721764059000702
229,Facebook,Image,25-34,701,29,19628,659,50,732,941.48,0.033574485428979006,1.110773899848255,0.286177326579962
230,Facebook,Video,35-44,819,26,20475,356,102,846,4800.87,0.017387057387057387,2.3764044943820224,4.674787247352655
231,Google,Carousel,45-60,2471,18,153202,11556,751,2547,21644.05,0.07542982467591806,0.220404984423676,7.497860785059434
232,TikTok,Image,25-34,830,22,36520,3333,414,830,4749.65,0.09126506024096386,0.24902490249024903,4.722469196752266
233,TikTok,Image,35-44,1766,6,102428,1389,172,1953,10422.98,0.013560745108759324,1.406047516198704,4.336909377858964
234,TikTok,Carousel,18-24,4033,17,274244,22613,2941,4088,36098.02,0.08245576931491665,0.18078096670057048,7.830238664531374
235,TikTok,Video,25-34,1361,23,107519,7370,671,1395,34670.15,0.06854602442359024,0.189280868385346,23.85315643487989
236,TikTok,Video,25-34,3409,24,160223,3422,841,3520,40152.34,0.02135773266010498,1.0286382232612508,10.406914392123578
237,Google,Video,35-44,572,18,29744,861,69,601,5369.37,0.0289470145239376,0.6980255516840883,7.934068145575367
238,Google,Image,18-24,571,8,41683,3021,630,624,27653.8,0.072475589568889,0.20655412115193644,43.31698629043429
239,Instagram,Image,25-34,4928,9,275968,11756,951,4963,13743.95,0.042599141929499075,0.42216740387887036,1.7692822123050516
240,TikTok,Image,45-60,2370,6,66360,7512,508,2552,24698.02,0.1132007233273056,0.3397231096911608,8.677909143886277
241,Google,Image,45-60,985,5,36445,3646,1011,1064,69634.38,0.10004115790917821,0.2918266593527153,64.44584210009539
242,Instagram,Video,45-60,2280,12,171000,20210,1971,2337,157245.3,0.11818713450292398,0.11563582384957942,66.28510729666678
243,TikTok,Carousel,18-24,4090,25,319020,12302,3140,4172,125989.43,0.0385618456523102,0.33913184847992195,29.198808623407995
244,Facebook,Image,25-34,4633,29,185320,21621,4024,4697,130461.75,0.11666846535721995,0.217242495721752,26.775548176811245
245,Instagram,Image,45-60,4991,28,104811,6019,418,5059,30708.68,0.057427178445010545,0.8405050672869248,5.070107821469755
246,Google,Video,18-24,3747,11,288519,13914,4019,3874,93992.15,0.048225593461782415,0.27842460830817883,23.262299476764383
247,Facebook,Carousel,45-60,2887,25,178994,2781,310,2937,16454.81,0.015536833636881683,1.0560949298813376,4.6025902132156995
248,Facebook,Carousel,35-44,4133,1,322374,5094,1349,4154,51801.61,0.015801522455284857,0.8154691794267765,11.470296840492754
249,Facebook,Video,25-34,2511,11,198369,17083,1575,2617,20279.33,0.08611728647117241,0.15319323303869345,6.7490755584065605
250,Instagram,Video,25-34,3293,19,187701,11331,2985,3401,102415.93,0.060367286269119504,0.3001500308887124,29.113474479910483
251,Google,Carousel,18-24,3409,9,262493,9165,488,3524,13940.21,0.03491521678673336,0.384506273867976,2.9557906721598646
252,Facebook,Image,18-24,735,27,43365,3362,598,835,34699.78,0.07752796033667704,0.24836406900654373,40.55661760966989
253,TikTok,Carousel,25-34,2210,2,121550,4596,1113,2390,85050.27,0.03781160016454134,0.520017406440383,34.58588605655956
254,Facebook,Video,45-60,4038,12,278622,20489,5812,4137,167172.32,0.07353690663335989,0.2019132217287325,39.40906882115663
255,Facebook,Image,45-60,4116,4,325164,16099,4464,4279,298206.88,0.04951040090538928,0.26579290639170133,68.69078678806206
256,Instagram,Image,35-44,1617,4,100254,10084,2570,1684,35659.23,0.10058451533105911,0.16699722332407774,20.175315360581873
257,Instagram,Video,45-60,88,18,4928,494,134,123,6387.58,0.1002435064935065,0.24898785425101214,50.931504668076805
258,Google,Video,18-24,2594,15,88196,5513,550,2773,8216.18,0.06250850378701982,0.5029929258117177,1.9629201056007723
259,TikTok,Video,18-24,4925,19,231475,11247,1361,5105,102595.32,0.0485884004752133,0.45389881746243443,19.097027045057004
260,Instagram,Carousel,45-60,1306,13,48322,2410,294,1483,18711.51,0.04987376350316626,0.6153526970954357,11.617336044417458
261,Facebook,Carousel,18-24,3040,19,161120,15891,2292,3208,128481.48,0.09862835153922542,0.20187527531307028,39.05033782844912
262,Google,Image,25-34,2246,17,92086,4245,629,2391,42566.16,0.046098212540451315,0.5632508833922262,16.802659005827675
263,Facebook,Video,25-34,3518,6,105540,3482,648,3539,35851.5,0.032992230433958686,1.0163699023549684,9.13040348320503
264,Facebook,Image,45-60,2758,16,212366,4102,369,2823,28717.83,0.01931570967103962,0.6882008776206728,9.17280686468719
265,Instagram,Image,25-34,351,24,26676,1636,364,371,21831.65,0.06132853501274554,0.22677261613691932,57.84541377788243
266,Google,Image,25-34,696,12,22272,1403,128,795,9564.94,0.06299389367816093,0.5666429080541696,11.031372505480416
267,TikTok,Image,35-44,4808,19,110584,11334,1445,4935,66757.89,0.10249222310641684,0.4354155637903653,12.52743482814104
268,TikTok,Video,35-44,1809,5,74169,2546,447,1852,8132.95,0.03432700993676603,0.7274155538098979,3.39143924524972
269,Instagram,Image,25-34,4401,17,114426,5939,1479,4503,69472.24,0.05190253963260098,0.7582084526014481,14.427990117460572
270,Instagram,Video,45-60,647,26,40114,3968,931,693,17578.3,0.09891808346213292,0.17464717741935484,24.36551544714544
271,Google,Video,35-44,711,23,51903,5221,1103,749,56776.42,0.1005914879679402,0.14345910745067994,74.8029659909349
272,TikTok,Carousel,18-24,4380,26,188340,9851,876,4408,38346.47,0.05230434320908994,0.44746726220688254,7.699290941823115
273,TikTok,Video,18-24,1418,29,32614,1973,368,1471,19717.54,0.06049549273318207,0.7455651292448049,12.404175559600581
274,TikTok,Carousel,18-24,2631,1,123657,5361,385,2720,4120.77,0.04335379315364274,0.5073680283529193,0.5149875512601882
275,Facebook,Video,45-60,3918,28,133212,14997,2164,4002,51154.44,0.11257994775245474,0.26685337067413484,11.78221830983372
276,TikTok,Video,25-34,3587,27,71740,1653,253,3603,11231.46,0.023041538890437693,2.17967332123412,2.1172528307421143
277,Facebook,Video,18-24,4915,25,363710,40994,2457,4994,188047.11,0.11271067608809217,0.1218227057618188,36.65460703999105
278,Google,Carousel,45-60,4358,24,95876,8171,968,4545,35673.35,0.08522466519254036,0.5562354668951168,6.8489215785402715
279,Facebook,Carousel,35-44,4608,23,152064,10412,3008,4766,119435.77,0.06847117003367004,0.4577410679984633,24.059960932826964
280,Google,Image,25-34,332,10,18924,257,74,404,4442.13,0.013580638342845064,1.5719844357976653,9.995360745183918
281,TikTok,Carousel,35-44,3728,15,257232,16029,2213,3776,115663.54,0.06231339802201903,0.23557302389419177,29.631233059108197
282,TikTok,Carousel,45-60,1536,23,116736,6403,389,1636,12029.76,0.054850260416666664,0.2555052319225363,6.353153464044995
283,Google,Carousel,18-24,4132,21,82640,2291,217,4133,8410.3,0.02772265246853824,1.8040157136621562,1.0349143597070476
284,Instagram,Carousel,18-24,4233,21,241281,19834,2936,4408,74101.66,0.08220290864179111,0.2222446304325905,15.810722019314522
285,Google,Image,45-60,510,11,29070,3396,974,651,75603.34,0.11682146542827658,0.19169611307420495,115.13416756297637
286,Instagram,Carousel,18-24,2375,13,95000,6824,582,2433,11142.04,0.07183157894736843,0.356535756154748,3.5795498169530764
287,Facebook,Video,25-34,3804,5,254868,22587,5440,3900,195995.45,0.08862234568482509,0.17266569265506707,49.255242964844236
288,Facebook,Video,45-60,2518,1,120864,2118,163,2616,1924.82,0.017523828435266085,1.2351274787535411,-0.2642115164257157
289,Facebook,Carousel,35-44,1774,24,42576,2381,703,1959,17943.77,0.05592352499060504,0.8227635447291054,8.159657375216854
290,TikTok,Carousel,45-60,1426,12,96968,2210,321,1528,20747.19,0.02279102384291725,0.6914027149321267,12.57800162264534
291,Facebook,Video,25-34,2793,11,80997,6269,1528,2978,36797.7,0.07739792831833278,0.47503589089168924,11.356515394767811
292,Instagram,Video,25-34,564,17,26508,3001,407,742,6351.01,0.11321110608118304,0.24725091636121294,7.559307733221335
293,Facebook,Image,45-60,752,4,30080,2490,515,753,22254.04,0.08277925531914894,0.3024096385542169,28.55383417449544
294,Google,Video,45-60,1703,15,117507,2167,212,1743,2267.94,0.01844145455164373,0.8043377941855099,0.3011723714631408
295,Google,Video,18-24,2116,25,55016,2696,233,2238,3712.54,0.049003926130580196,0.8301186943620178,0.6588632612571467
296,TikTok,Carousel,25-34,72,9,1584,111,31,153,2062.55,0.07007575757575757,1.3783783783783783,12.480706777461805
297,Google,Video,45-60,2510,21,160640,8731,2439,2653,156103.64,0.05435134462151395,0.3038598098728668,57.84042373459503
298,Instagram,Image,45-60,1354,20,89364,9088,2470,1485,182927.5,0.10169643256792445,0.16340228873239437,122.18350306263065
299,Facebook,Video,25-34,3350,19,130650,13014,2685,3489,187456.18,0.09960964408725603,0.2680958967266021,52.727766173524046
300,TikTok,Carousel,45-60,411,19,15618,1207,304,439,17577.98,0.07728262261493149,0.3637116818558409,39.04094757572512
301,Facebook,Carousel,18-24,3777,12,203958,10418,700,3911,9564.31,0.05107914374528089,0.3754079477826838,1.4454896465692866
302,Facebook,Video,25-34,1334,5,30682,1168,156,1347,10108.71,0.0380679225604589,1.1532534246575343,6.504607949825019
303,Instagram,Carousel,18-24,564,10,13536,293,37,575,2559.87,0.02164598108747045,1.9624573378839592,3.4519530436122636
304,Google,Image,18-24,498,17,9960,488,101,596,6659.51,0.04899598393574297,1.221311475409836,10.173675789610266
305,Google,Image,18-24,1905,5,43815,2429,337,2037,15365.02,0.05543763551295219,0.8386167146974063,6.542965362256423
306,Facebook,Video,18-24,3612,22,111972,9443,822,3692,21621.17,0.08433358339584897,0.39097744360902253,4.85622204655774
307,TikTok,Video,25-34,2570,16,203030,16729,3331,2675,230415.59,0.08239669014431365,0.15990196664474865,85.13666932012725
308,Google,Video,18-24,3131,7,144026,2550,646,3162,39342.3,0.017705136572563288,1.24,11.442220827466496
309,TikTok,Carousel,18-24,1478,28,110850,5928,862,1551,67799.13,0.05347767253044655,0.2616396761133603,42.713171671581755
310,Google,Image,45-60,4017,9,245037,7350,610,4187,12748.07,0.029995470071866696,0.5696598639455782,2.0446797048431655
311,TikTok,Image,25-34,972,3,40824,1112,110,1052,2837.62,0.027238879090730944,0.9460431654676259,1.6973548379285395
312,Instagram,Carousel,25-34,3187,15,140228,14163,1549,3255,38455.27,0.1009998003251847,0.22982418979029867,10.814216095745419
313,TikTok,Image,35-44,2209,16,88360,1290,161,2253,10541.92,0.014599366229062924,1.7465116279069768,3.679060444337534
314,Instagram,Video,25-34,2597,18,199969,11220,2364,2702,54569.42,0.05610869684801144,0.2408199643493761,19.19593612752241
315,Instagram,Video,25-34,3029,14,215059,6129,1227,3165,17995.41,0.02849915604555029,0.5163974547234459,4.685754433972752
316,TikTok,Video,35-44,2331,3,100233,10697,2396,2507,191438.62,0.10672133927947881,0.23436477517060858,75.36163481473541
317,Instagram,Image,25-34,2699,12,118756,8464,1190,2859,13967.27,0.0712721883525885,0.3377835538752363,3.885370308982484
318,Facebook,Video,25-34,363,9,23232,823,210,462,14378.09,0.03542527548209366,0.5613608748481167,30.121401914145725
319,Instagram,Carousel,25-34,2663,28,197062,12861,1299,2808,46212.81,0.0652637241071338,0.21833449965010496,15.457552315598598
320,Google,Carousel,25-34,3133,7,203645,18422,3081,3141,212321.21,0.09046134204129735,0.17050265986320703,66.59669092835658
321,TikTok,Image,35-44,2306,9,117606,13570,3395,2367,165755.56,0.1153852694590412,0.1744288872512896,69.02769739599857
322,Facebook,Carousel,25-34,1087,13,80438,2754,261,1271,19082.8,0.034237549416942244,0.4615105301379811,14.01400673699119
323,TikTok,Carousel,25-34,3539,18,180489,19398,1502,3567,112399.93,0.1074746937486495,0.18388493659140118,30.51105427295594
324,Google,Image,35-44,2684,5,64416,7264,1967,2808,20922.73,0.11276701440635867,0.3865638766519824,6.451114166862553
325,Google,Video,45-60,4033,13,221815,24578,3336,4146,50970.25,0.11080404841872732,0.16868744405565952,11.293837756352127
326,Google,Video,18-24,1828,4,118820,9493,2097,1980,57720.16,0.07989395724625484,0.2085747392815759,28.15159490591206
327,Instagram,Video,45-60,3945,2,240645,19078,1074,4087,61059.13,0.07927860541461489,0.21422580983331585,13.93984169371374
328,Instagram,Image,35-44,1174,16,79832,4339,965,1307,69652.79,0.054351638440725526,0.3012214796035953,52.2921093147301
329,TikTok,Carousel,18-24,747,9,45567,4226,545,866,22996.79,0.09274255491913007,0.2049219119734974,25.55517949407007
330,TikTok,Video,35-44,2229,9,171633,11746,750,2398,39366.09,0.06843672254170236,0.20415460582325898,15.416217099415734
331,Facebook,Video,35-44,1454,6,84332,7127,1442,1610,33447.18,0.08451121756865722,0.22590150133295916,19.774642944834746
332,Facebook,Image,25-34,1093,11,38255,2185,240,1171,15923.44,0.057116716769049794,0.5359267734553775,12.59815782170138
333,TikTok,Video,18-24,1979,22,102908,9309,1365,2071,106078.2,0.09045943949935865,0.22247287571167687,50.220763418553375
334,Instagram,Image,25-34,1063,24,72284,7278,510,1066,14688.98,0.1006861822810027,0.14646881011266832,12.779532743950401
335,Google,Carousel,18-24,276,22,11040,288,24,357,1071.31,0.02608695652173913,1.2395833333333333,2.0008616209773606
336,TikTok,Image,35-44,1878,1,52584,5343,665,2062,10658.7,0.10160885440438155,0.38592551001310127,4.169110060170563
337,Facebook,Image,35-44,4967,4,124175,8621,624,5143,30663.09,0.06942621300583854,0.5965665236051502,4.9621017216220995
338,Instagram,Image,45-60,2073,13,145110,14933,4146,2244,187377.81,0.10290813865343533,0.150271211410969,82.5016980805453
339,TikTok,Image,18-24,2502,23,160128,9198,473,2576,9512.29,0.057441546762589925,0.2800608828006088,2.6926599341516377
340,TikTok,Carousel,25-34,2135,13,115290,5959,1018,2148,41681.64,0.05168705004770578,0.36046316496056385,18.404859565546566
341,Instagram,Carousel,45-60,4333,13,251314,27809,2247,4463,75021.32,0.11065440047112378,0.1604876119241972,15.809617012479393
342,TikTok,Video,45-60,1130,2,46330,1743,221,1243,10282.72,0.03762141161234621,0.7131382673551349,7.272504940443507
343,Instagram,Carousel,45-60,2370,9,142200,14627,4117,2431,209949.72,0.10286216596343178,0.1661994940862788,85.36352238882174
344,Google,Carousel,25-34,3240,24,236520,14958,1352,3345,14324.02,0.06324200913242009,0.2236261532290413,3.2822187023576403
345,Instagram,Video,45-60,2680,8,64320,4280,1247,2743,78898.21,0.06654228855721393,0.6408878504672897,27.763475119091026
346,Instagram,Carousel,25-34,2613,7,159393,7002,710,2714,42536.81,0.04392915623647212,0.3876035418451871,14.673106229008297
347,Instagram,Image,45-60,3342,4,140364,10251,2412,3514,85963.79,0.07303154655039754,0.34279582479758075,23.463230918357773
348,TikTok,Image,25-34,4671,18,168156,7697,1436,4776,19681.12,0.04577297271581151,0.620501494088606,3.120837571896485
349,TikTok,Video,35-44,3636,3,112716,1614,437,3821,27463.39,0.014319173852869158,2.3674101610904583,6.187486624450325
350,Instagram,Video,35-44,4481,28,188202,7512,1415,4500,108760.1,0.03991455988778015,0.5990415335463258,23.168911032302006
351,TikTok,Video,35-44,2997,6,104895,1122,206,3054,5522.99,0.010696410696410696,2.72192513368984,0.8084433577725753
352,Facebook,Image,35-44,4009,12,88198,10373,1025,4120,33462.89,0.11761037665253181,0.39718499951797936,7.122060930978755
353,Facebook,Carousel,35-44,2863,12,140287,16305,1492,2919,34117.42,0.11622602236843044,0.17902483900643973,10.688050077931058
354,TikTok,Image,45-60,2633,21,200108,10699,2986,2828,150451.19,0.05346612829072301,0.26432376857650247,52.20056170492871
355,TikTok,Video,45-60,211,28,8651,779,102,329,2125.57,0.09004739336492891,0.42233632862644416,5.460691664993399
356,Instagram,Carousel,45-60,643,8,18004,864,123,739,4296.83,0.04798933570317707,0.8553240740740741,4.8143841044688465
357,Google,Carousel,25-34,3309,22,158832,13313,3194,3400,187778.17,0.08381812229273698,0.2553894689401337,54.22887342806544
358,TikTok,Image,25-34,4205,22,277530,27363,3685,4256,181331.92,0.09859474651389039,0.15553850089536966,41.606183697664804
359,Facebook,Video,25-34,3012,1,168672,19252,5544,3048,205418.39,0.11413868336179094,0.158321213380428,66.39448555261978
360,Instagram,Image,25-34,3938,4,165396,8935,2095,3945,82579.6,0.05402186268108056,0.44152210408505876,19.93272600889126
361,TikTok,Carousel,35-44,3440,21,110080,10585,2110,3483,104123.78,0.09615734011627906,0.3290505432215399,28.89485425307235
362,Facebook,Image,35-44,4551,28,232101,9110,2461,4648,25620.32,0.03925015402777239,0.5102085620197585,4.512116323821274
363,Facebook,Image,35-44,713,11,46345,5512,343,845,5315.02,0.11893408134642357,0.15330188679245282,5.289966794758784
364,Google,Video,18-24,1182,3,83922,1077,123,1299,8817.63,0.012833345249159933,1.2061281337047354,5.788015368313727
365,Instagram,Video,45-60,591,13,39006,2979,495,659,7648.51,0.07637286571296724,0.22121517287680428,10.606232127485926
366,Instagram,Carousel,25-34,3024,25,202608,16724,1785,3182,106165.11,0.08254363105109373,0.1902654867256637,32.36427069343263
367,Google,Image,25-34,917,17,38514,3300,778,961,57885.28,0.08568312821311731,0.2912121212121212,59.23442082973882
368,Google,Image,35-44,2116,22,135424,3147,880,2252,25474.11,0.02323812618147448,0.7156021607880522,10.311771769532253
369,Instagram,Image,25-34,481,22,17316,1960,305,512,10959.99,0.11319011319011318,0.2612244897959184,20.406234728946544
370,Instagram,Carousel,25-34,4885,10,361490,10819,1466,4917,73042.71,0.02992890536391048,0.4544782327387004,13.85513822814415
371,TikTok,Carousel,45-60,4328,21,255352,20045,5820,4453,417408.23,0.07849948306651211,0.2221501621351958,92.7364101124544
372,TikTok,Video,35-44,1256,12,50240,1732,279,1322,21185.42,0.03447452229299363,0.7632794457274826,15.025276943416042
373,Google,Video,45-60,2578,15,54138,2370,408,2607,25201.93,0.043777014296797076,1.1,8.667022004625169
374,TikTok,Video,18-24,1219,21,68264,4786,660,1332,10601.83,0.0701101605531466,0.2783117425825324,6.959334047662812
375,Facebook,Image,18-24,880,10,22000,1229,340,908,19325.87,0.055863636363636365,0.7388120423108218,20.283996587807763
376,TikTok,Image,18-24,1701,14,107163,2960,569,1831,22032.4,0.027621473829586705,0.6185810810810811,11.03298593238019
377,TikTok,Video,35-44,1186,13,43882,1263,303,1370,13013.57,0.028781732828950368,1.084718923198733,8.49895488993096
378,Facebook,Image,25-34,2860,5,140140,7847,1984,2889,26665.73,0.055994005994005995,0.36816617815725755,8.23008946041474
379,Google,Video,35-44,525,6,21525,2008,272,661,6357.82,0.09328687572590012,0.3291832669322709,8.618491880718095
380,Facebook,Carousel,35-44,2860,24,208780,22710,3597,3013,235013.42,0.10877478685697864,0.1326728313518274,76.99980791267745
381,TikTok,Video,25-34,1376,2,71552,1377,360,1505,15039.76,0.019244745080500895,1.092955700798838,8.993197736083767
382,Google,Carousel,45-60,1069,22,52381,2788,392,1130,12197.61,0.05322540615872167,0.4053084648493544,9.794346823326304
383,TikTok,Image,18-24,1886,17,67896,1427,354,1888,13055.99,0.02101743843525392,1.3230553608969866,5.915250345790077
384,Facebook,Video,45-60,4306,4,266972,3156,900,4479,62827.17,0.011821464423235395,1.4192015209125475,13.027052766134819
385,Facebook,Image,18-24,2498,14,127398,10547,2170,2565,135472.95,0.08278779886654422,0.24319711766379065,51.815965202266256
386,TikTok,Carousel,35-44,4343,10,264923,20205,4756,4367,138219.24,0.07626744374780596,0.21613462014352883,30.650845438407618
387,Instagram,Carousel,18-24,1333,3,93310,2606,654,1511,11919.23,0.027928410674097095,0.5798158096699924,6.888308567122734
388,Instagram,Carousel,35-44,709,25,23397,835,218,849,6025.49,0.03568833611146728,1.0167664670658683,6.097164737677897
389,Facebook,Image,45-60,2060,3,158620,1999,297,2103,22112.53,0.012602446097591728,1.0520260130065033,9.5147535032943
390,Facebook,Image,35-44,448,15,12992,1323,83,610,4209.03,0.10183189655172414,0.46107331821617537,5.900051062142752
391,Instagram,Image,45-60,1783,6,117678,13793,2075,1837,98238.0,0.11720967385577594,0.13318349887624156,52.47740899302107
392,Instagram,Image,25-34,2175,17,171825,4278,934,2311,48332.21,0.024897424705368834,0.540205703599813,19.913982495842983
393,TikTok,Carousel,25-34,2221,12,155470,5513,896,2350,31917.29,0.035460217405287195,0.4262651913658625,12.581826735158057
394,TikTok,Carousel,25-34,124,22,6820,719,170,312,11304.57,0.10542521994134897,0.4339360222531293,35.23260750577629
395,Instagram,Video,35-44,4747,20,251591,28155,3920,4787,182789.75,0.11190781864216129,0.17002308648552655,37.18461391434898
396,TikTok,Video,25-34,3521,24,98588,5536,1155,3692,20989.07,0.056152878646488415,0.666907514450867,4.685012984522513
397,TikTok,Image,18-24,886,29,54046,841,81,949,1541.8,0.015560818561965733,1.1284185493460166,0.6246567521399229
398,Google,Carousel,45-60,549,11,25803,369,87,579,4139.47,0.01430066271363795,1.5691056910569106,6.149347499483499
399,TikTok,Carousel,45-60,187,25,5610,410,76,233,5742.55,0.07308377896613191,0.5682926829268292,23.646152618613154
400,Facebook,Carousel,18-24,2147,4,70851,3770,380,2276,12002.17,0.05321025814737971,0.6037135278514589,4.2733595942824625
401,TikTok,Video,35-44,3746,26,217268,2857,351,3841,24874.63,0.013149658486293425,1.344417220861043,5.476080843236394
402,TikTok,Video,35-44,1935,28,143190,10618,2518,2011,159859.49,0.0741532229904323,0.189395366359013,78.4925351021349
403,Instagram,Carousel,45-60,2807,26,185262,2082,355,2916,9708.14,0.011238138420183308,1.4005763688760806,2.3292658457601627
404,Facebook,Carousel,25-34,3970,6,289810,27998,2912,4038,36527.7,0.09660812256305855,0.1442245874705336,8.045987651506405
405,TikTok,Carousel,35-44,1950,1,74100,3238,944,2007,16170.07,0.04369770580296896,0.6198270537368746,7.056834718788566
406,TikTok,Video,35-44,2660,20,194180,2801,640,2765,39036.53,0.014424760531465651,0.9871474473402356,13.11809339470717
407,Google,Carousel,18-24,4036,23,137224,10253,2966,4079,71115.43,0.07471725062671253,0.3978347800643714,16.434525867124066
408,TikTok,Carousel,18-24,1499,28,70453,3786,593,1572,21341.46,0.05373795296154883,0.4152139461172742,12.575989764744847
409,TikTok,Image,25-34,596,16,25628,3001,506,651,22830.18,0.1170984860309037,0.21692769076974341,34.06940777257691
410,Google,Image,35-44,4726,15,127602,8914,2446,4896,148674.66,0.06985783921882102,0.5492483733452995,29.366556332115376
411,Instagram,Video,35-44,2053,17,127286,5126,929,2179,16653.43,0.0402715145420549,0.42508778774873196,6.642692266425389
412,TikTok,Carousel,18-24,2146,8,60088,5290,1199,2307,46096.33,0.08803754493409666,0.43610586011342156,18.98107169264731
413,Google,Carousel,35-44,753,28,49698,1981,223,782,9801.99,0.03986075898426496,0.39475012619888944,11.534511651812629
414,Facebook,Image,45-60,2453,26,127556,13963,2257,2523,108015.27,0.10946564646116215,0.18069182840363818,41.81223457664033
415,Instagram,Video,18-24,1675,12,87100,4461,360,1872,24222.69,0.05121699196326062,0.41963685272360457,11.939470172627916
416,Facebook,Image,25-34,3381,27,128478,9055,919,3498,20234.06,0.07047899251233675,0.3863059083379348,4.784464919133832
417,Facebook,Image,18-24,4783,22,105226,1637,82,4837,5456.95,0.015556991618041168,2.9547953573610264,0.1281688098996924
418,Google,Image,35-44,3028,21,87812,4994,298,3094,17433.44,0.0568714982007015,0.6195434521425711,4.634597285634183
419,TikTok,Image,25-34,4786,10,282374,28677,8440,4926,412808.48,0.10155680055529191,0.17177529030233288,82.80196448005383
420,Google,Carousel,18-24,2889,27,190674,18804,2079,2891,122592.29,0.098618584599893,0.15374388427994043,41.404804904768696
421,Google,Carousel,45-60,3434,15,209474,7263,1567,3459,60864.23,0.03467256079513448,0.47624948368442793,16.595902221915924
422,Google,Image,45-60,2709,9,54180,1889,490,2765,9647.04,0.03486526393503138,1.4637374272101642,2.4889827120096464
423,Google,Video,18-24,1911,2,91728,9163,1719,2036,97301.53,0.0998931623931624,0.22219797009712977,46.79053603199001
424,Instagram,Video,45-60,2906,5,200514,22526,1988,3057,92893.4,0.11234128290293945,0.1357098463997159,29.387110957923188
425,TikTok,Video,45-60,735,6,38955,798,185,787,10129.9,0.020485175202156335,0.9862155388471178,11.871542143620003
426,Facebook,Video,45-60,4333,7,303310,18048,3610,4530,121512.29,0.05950347828953875,0.2509973404255319,25.823905511236074
427,Facebook,Image,25-34,1669,21,53408,2516,585,1711,42986.19,0.04710904733373277,0.6800476947535771,24.123428604363692
428,TikTok,Carousel,45-60,4693,25,342589,36237,8785,4880,449053.1,0.10577397406221449,0.1346689847393548,91.01907800830963
429,Facebook,Video,45-60,1481,1,29620,568,166,1666,2652.38,0.019176232275489535,2.933098591549296,0.5920629456542339
430,TikTok,Image,45-60,925,23,49025,1628,314,973,13026.69,0.03320754716981132,0.5976658476658476,12.388172369664279
431,Facebook,Video,25-34,4763,26,228624,21209,2871,4804,180714.88,0.09276803835117924,0.22650761469187608,36.61758457989762
432,Google,Video,18-24,2511,7,168237,2631,558,2704,36598.9,0.015638652615060897,1.0277461041429115,12.535094667626687
433,Facebook,Image,35-44,1415,20,93390,5993,402,1425,17937.96,0.06417175286433237,0.23777740697480393,11.588042852471698
434,TikTok,Carousel,45-60,1293,25,41376,2425,665,1395,48300.5,0.05860885537509668,0.5752577319587628,33.624013922721915
435,TikTok,Carousel,18-24,212,12,14204,664,53,309,1523.05,0.04674739509997184,0.46536144578313254,3.928964084112764
436,TikTok,Image,45-60,2024,16,137632,7349,969,2169,37540.91,0.05339601255521972,0.2951421962171724,16.307934363149666
437,TikTok,Carousel,25-34,3341,16,240552,16428,4171,3425,304073.34,0.06829292626957996,0.2084855125395666,87.78053722009408
438,TikTok,Image,18-24,319,11,15312,424,84,418,6109.99,0.027690700104493208,0.9858490566037735,13.617199743667186
439,Instagram,Image,25-34,681,21,39498,2880,427,784,24765.95,0.07291508430806623,0.2722222222222222,30.589227882869533
440,Instagram,Image,45-60,955,4,41065,4048,681,1134,47757.6,0.09857542919761354,0.2801383399209486,41.114288078762115
441,Facebook,Carousel,45-60,3521,13,158445,14833,3910,3566,63397.24,0.09361608129003755,0.24040989685161465,16.778251028020435
442,TikTok,Image,25-34,3303,7,118908,3202,432,3346,30477.45,0.026928381605947457,1.0449718925671456,8.108621661841948
443,Facebook,Video,35-44,2064,4,53664,1417,378,2085,12263.6,0.02640503875968992,1.4714184897671136,4.8818238500330935
444,TikTok,Carousel,25-34,1691,15,54112,2137,153,1871,3439.93,0.039492164399763455,0.8755264389330838,0.8385518429215376
445,TikTok,Carousel,45-60,254,19,6096,303,73,440,1953.18,0.04970472440944882,1.4521452145214522,3.4390451447905837
446,Instagram,Carousel,25-34,631,9,28395,1559,408,744,16017.18,0.054904032400070434,0.477228992944195,20.52846853343631
447,Instagram,Carousel,35-44,890,11,60520,5130,489,1014,13488.3,0.08476536682088566,0.1976608187134503,12.3020732915295
448,Google,Video,25-34,1769,8,38918,631,99,1892,3211.53,0.016213577265018757,2.9984152139461173,0.697427785990665
449,Instagram,Carousel,35-44,2693,1,70018,967,88,2722,1711.47,0.013810734382587335,2.814891416752844,-0.3712463357085543
450,Google,Carousel,35-44,2347,23,180719,9598,2175,2354,66842.91,0.05311007697032409,0.24525942904771827,27.39545987950617
451,Google,Image,25-34,924,25,62832,5446,1001,1021,50109.93,0.08667557932263814,0.1874770473742196,48.07926237508131
452,Google,Carousel,25-34,739,24,42862,1340,279,795,11419.4,0.031263123512668564,0.5932835820895522,13.36402882895406
453,Google,Video,18-24,4050,8,291600,23492,2328,4160,79781.29,0.08056241426611797,0.17708155967989103,18.178194550722136
454,Google,Video,45-60,3191,13,63820,2462,253,3263,15749.67,0.03857724851143842,1.325345247766044,3.8267444689118872
455,Facebook,Video,35-44,1472,22,100096,10757,649,1586,47082.16,0.10746683184143223,0.14743887701031885,28.686102144009098
